,Unnamed: 0,dateSold,propertyType,lotAreaValue,address,imgSrc,price,listingDateTime,longitude,latitude,listingStatus,zpid,livingArea,daysOnZillow,bedrooms,bathrooms,country,currency,lotAreaUnit,hasImage,listingSubType.is_newHome
629,29,1623999600000,SINGLE_FAMILY,0.31,"10319 Greenwood Pl, Oakton, VA 22124",https://photos.zillowstatic.com/fp/b5c074134cc318603958fd1c0b5cc082-p_e.jpg,1317000,,-77.30277,38.890198,RECENTLY_SOLD,51768247,4350.0,-1,4.0,5.0,USA,USD,acres,True,
630,30,1623913200000,SINGLE_FAMILY,0.87107438016529,"1335 Belasco Valley Cir, Great Falls, VA 22102","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.95260238647461,-77.25993347167969&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=NoJBcKy0riwa_nB4Va4QUM490_E=",2314231,,-77.25993,38.952602,RECENTLY_SOLD,306650184,5878.0,-1,5.0,6.5,USA,USD,acres,,
631,31,1623913200000,SINGLE_FAMILY,10454.4,"1008 Cottage St SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/bd49d7e6d81654fca6147f24763f3fc9-p_e.jpg,1748900,,-77.25618,38.887936,RECENTLY_SOLD,51803512,5200.0,-1,5.0,6.0,USA,USD,sqft,True,
632,32,1623913200000,SINGLE_FAMILY,0.45,"1705 Besley Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/9c3e454555c342613d0fa971beee8caf-p_e.jpg,1750000,,-77.26233,38.927673,RECENTLY_SOLD,168047362,6112.0,-1,5.0,5.0,USA,USD,acres,True,
633,33,1623913200000,SINGLE_FAMILY,0.68,"1515 Night Shade Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/9485ddf85a5fb07288bf29ac625f9ec7-p_e.jpg,1369000,,-77.28513,38.946835,RECENTLY_SOLD,51725327,4596.0,-1,5.0,5.0,USA,USD,acres,True,
634,34,1623913200000,SINGLE_FAMILY,0.34,"2404 Newton St, Vienna, VA 22181",https://photos.zillowstatic.com/fp/28f46473adc9c887f40f77a32c3998f9-p_e.jpg,850000,,-77.29216,38.900497,RECENTLY_SOLD,51767735,1786.0,-1,4.0,3.0,USA,USD,acres,True,
635,35,1623826800000,SINGLE_FAMILY,0.35,"9104 Dellwood Dr, Vienna, VA 22180",https://photos.zillowstatic.com/fp/e1d830dfb4ba4ae84f167cdd40b21a8c-p_e.jpg,862000,,-77.26122,38.881104,RECENTLY_SOLD,51804249,2180.0,-1,4.0,3.0,USA,USD,acres,True,
636,36,1623826800000,SINGLE_FAMILY,9583.2,"9809 Brightlea Dr, Vienna, VA 22181",https://photos.zillowstatic.com/fp/947232eddce934fe999414f403042be8-p_e.jpg,850000,,-77.28447,38.880886,RECENTLY_SOLD,51801663,2352.0,-1,4.0,3.0,USA,USD,sqft,True,
637,37,1623826800000,SINGLE_FAMILY,0.41,"505 Creek Crossing Rd NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/8e31a9acae372432e69f2ca6d785ea2b-p_e.jpg,880000,,-77.25998,38.91213,RECENTLY_SOLD,51769921,2600.0,-1,3.0,3.0,USA,USD,sqft,True,
638,38,1623826800000,SINGLE_FAMILY,0.27936179981635,"404 Walker St SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/74abeb911333fa89aebd04db9187fa9f-p_e.jpg,715000,,-77.253975,38.88437,RECENTLY_SOLD,51803759,2300.0,-1,4.0,2.0,USA,USD,acres,True,
639,39,1623826800000,SINGLE_FAMILY,0.19,"8708 Litwalton Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/fa3938e7bcab2b262a0040b71245d24f-p_e.jpg,865000,,-77.24133,38.90315,RECENTLY_SOLD,51773774,2268.0,-1,4.0,3.0,USA,USD,sqft,True,
640,0,1623826800000,SINGLE_FAMILY,0.39,"2627 Wooster Ct, Vienna, VA 22180",https://photos.zillowstatic.com/fp/b36ab668a21df2ec3adbbb1e79fcea78-p_e.jpg,825000,,-77.23854,38.885098,RECENTLY_SOLD,51808399,1301.0,-1,4.0,3.0,USA,USD,sqft,True,
641,1,1623740400000,SINGLE_FAMILY,0.34,"9617 Percussion Way, Vienna, VA 22182",https://photos.zillowstatic.com/fp/ff6bda615ca66f8ce875ee1a13e7518f-p_e.jpg,995000,,-77.27762,38.91995,RECENTLY_SOLD,51745510,2611.0,-1,5.0,3.0,USA,USD,acres,True,
642,2,1623740400000,SINGLE_FAMILY,0.26,"9619 Whitecedar Ct, Vienna, VA 22181",https://photos.zillowstatic.com/fp/cc496b7b3090daa4baef8e544a3f0bf5-p_e.jpg,1022000,,-77.27982,38.88771,RECENTLY_SOLD,51801799,3281.0,-1,4.0,4.0,USA,USD,acres,True,
643,3,1623740400000,SINGLE_FAMILY,0.54,"2001 Carriage Ct, Vienna, VA 22181",https://photos.zillowstatic.com/fp/e029537bd829ff3e68dc3d761f4e3f34-p_e.jpg,980000,,-77.28608,38.917583,RECENTLY_SOLD,51745807,2870.0,-1,5.0,4.0,USA,USD,sqft,True,
644,4,1623740400000,SINGLE_FAMILY,0.44,"9207 Bois Ave, Vienna, VA 22182",https://photos.zillowstatic.com/fp/c641ba12e16e8f3a72a77e54144c066b-p_e.jpg,950000,,-77.26434,38.93143,RECENTLY_SOLD,51745162,2912.0,-1,5.0,3.0,USA,USD,acres,True,
645,5,1623740400000,SINGLE_FAMILY,0.56834251606979,"1281 Middleton Ct, Vienna, VA 22182","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.962860107421875,-77.28230285644531&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=D6VvGcSjfO5fFpf2woeasu77Acs=",41730,,-77.2823,38.96286,RECENTLY_SOLD,51724461,4662.0,-1,5.0,5.0,USA,USD,acres,,
646,6,1623740400000,SINGLE_FAMILY,0.65881542699725,"1291 Difficult Run Ct, Vienna, VA 22182","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.96217727661133,-77.28134155273438&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=R41jML_LlXeAhPnZNWqKXGbA-Tc=",63000,,-77.28134,38.962177,RECENTLY_SOLD,51724458,4338.0,-1,5.0,4.5,USA,USD,acres,,
647,7,1623654000000,SINGLE_FAMILY,0.6,"1269 Cobble Pond Way, Vienna, VA 22182",https://photos.zillowstatic.com/fp/7398cfb76e1507ba291d062fda45a35e-p_e.jpg,1275000,,-77.3104,38.972404,RECENTLY_SOLD,51723621,5324.0,-1,5.0,5.0,USA,USD,sqft,True,
648,8,1623654000000,SINGLE_FAMILY,0.35,"9602 Concerto Cir, Vienna, VA 22182",https://photos.zillowstatic.com/fp/45efdaa6f6ec3dacced13e1d0c68a678-p_e.jpg,875000,,-77.27826,38.91928,RECENTLY_SOLD,51745698,2440.0,-1,4.0,4.0,USA,USD,acres,True,
649,9,1623654000000,SINGLE_FAMILY,2.81,"2414 Little Fox Ln, Vienna, VA 22181",https://photos.zillowstatic.com/fp/41f3ce4a98a4a17e7872a2280c45a711-p_e.jpg,825000,,-77.31129,38.908142,RECENTLY_SOLD,51766899,2309.0,-1,4.0,2.0,USA,USD,sqft,True,
650,10,1623654000000,SINGLE_FAMILY,0.27998163452709,"341 Lawyers Rd NW, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.90391159057617,-77.27252197265625&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Vjsq11QyR3P-JaU116fX8kPH0ls=",730000,,-77.27252,38.90391,RECENTLY_SOLD,51768375,1533.0,-1,3.0,3.0,USA,USD,acres,,
651,11,1623394800000,SINGLE_FAMILY,10241.0,"9700 Parkland Meadow Ln, Vienna, VA 22181","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.883644104003906,-77.28010559082031&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=-w63s1Vm5iOehqoe_d9OoAA_tXs=",1500000,,-77.280106,38.883644,RECENTLY_SOLD,333568983,3520.0,-1,5.0,5.5,USA,USD,sqft,,
652,12,1623394800000,SINGLE_FAMILY,6969.6,"2738 Oakton Park Ct, Vienna, VA 22181",https://photos.zillowstatic.com/fp/40d8b596ecb002e1a13e0fabc4df4898-p_e.jpg,1400000,,-77.28266,38.884193,RECENTLY_SOLD,65725309,4520.0,-1,6.0,6.0,USA,USD,sqft,True,
653,13,1623394800000,SINGLE_FAMILY,10454.4,"2411 Holt St, Vienna, VA 22180",https://photos.zillowstatic.com/fp/24320fb0d176e73995c312334f08c574-p_e.jpg,874345,,-77.23052,38.89223,RECENTLY_SOLD,51777089,2240.0,-1,5.0,3.0,USA,USD,sqft,True,
654,14,1623308400000,SINGLE_FAMILY,0.77,"1511 Night Shade Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/6ec8151af292755f78900d14af55d39c-p_e.jpg,1375000,,-77.28531,38.94753,RECENTLY_SOLD,51725329,5050.0,-1,6.0,5.0,USA,USD,acres,True,
655,15,1623308400000,SINGLE_FAMILY,0.2,"9700 Parkland Meadow Ln LOT 1, Vienna, VA 22181",https://photos.zillowstatic.com/fp/e19e2e8ae20eeb15dd716123995a4ddb-p_e.jpg,1500000,,,,RECENTLY_SOLD,2078789475,3366.0,-1,4.0,4.0,USA,USD,sqft,True,
656,16,1623308400000,SINGLE_FAMILY,0.48,"1509 Gingerwood Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/fb5feb377294df2821c8c656bb027597-p_e.jpg,866000,,-77.280846,38.94541,RECENTLY_SOLD,51725090,1464.0,-1,4.0,3.0,USA,USD,sqft,True,
657,17,1623308400000,SINGLE_FAMILY,10454.4,"106 Elm St SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/9856c0b5f419b8b01c2516d15f669230-p_e.jpg,1740000,,-77.26172,38.898155,RECENTLY_SOLD,51772543,5792.0,-1,5.0,7.0,USA,USD,sqft,True,
658,18,1623222000000,SINGLE_FAMILY,0.82913223140496,"1332 Belasco Valley Cir, Great Falls, VA 22102","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.953216552734375,-77.26070404052734&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=wfRdVkZ_rBtl3C8oA37OnXk-K-0=",2602319,,-77.260704,38.953217,RECENTLY_SOLD,306650196,6720.0,-1,5.0,7.0,USA,USD,acres,,
659,19,1623135600000,SINGLE_FAMILY,0.33,"212 Church St NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/8b2da4558ee1be58e3938dde0904187b-p_e.jpg,1919355,,-77.26397,38.905163,RECENTLY_SOLD,51769927,5406.0,-1,5.0,6.0,USA,USD,sqft,True,
660,20,1623135600000,SINGLE_FAMILY,0.31404958677686,"316 Adahi Rd SE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/32419ee93fd80167fe6081eecd4b15ee-p_e.jpg,800000,,-77.246445,38.89629,RECENTLY_SOLD,51776547,1850.0,-1,3.0,2.5,USA,USD,acres,True,
661,21,1623135600000,SINGLE_FAMILY,0.34,"1906 Windsor Hunt Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/21c116b6712b1ead4eac7cf092db1631-p_e.jpg,1350000,,-77.270676,38.919575,RECENTLY_SOLD,51746032,4645.0,-1,5.0,4.0,USA,USD,acres,True,
662,22,1623135600000,SINGLE_FAMILY,0.46,"2314 Riviera Dr, Vienna, VA 22181",https://photos.zillowstatic.com/fp/878eb945ccdbccc0383621c0dc082944-p_e.jpg,1005000,,-77.2886,38.904163,RECENTLY_SOLD,51768960,2106.0,-1,5.0,3.0,USA,USD,acres,True,
663,23,1623135600000,SINGLE_FAMILY,0.44,"904 Westwood Dr NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/ac5fc224b9ff6907a59a788f965bbc15-p_e.jpg,1111201,,-77.25633,38.91819,RECENTLY_SOLD,51746471,2276.0,-1,4.0,3.0,USA,USD,acres,True,
664,24,1623135600000,SINGLE_FAMILY,0.44,"9425 Delancey Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/43490e1ac77500962c008f6962257a82-p_e.jpg,1107000,,-77.27179,38.917088,RECENTLY_SOLD,51745526,2947.0,-1,4.0,4.0,USA,USD,acres,True,
665,25,1623135600000,SINGLE_FAMILY,1.73,"10703 Hunters Run Ct, Vienna, VA 22181",https://photos.zillowstatic.com/fp/433d2e16ea473ddc0ce8ee5d65400729-p_e.jpg,1270000,,-77.31467,38.92474,RECENTLY_SOLD,51744118,4050.0,-1,4.0,5.0,USA,USD,sqft,True,
666,26,1623049200000,SINGLE_FAMILY,0.5,"2314 Stryker Ave, Vienna, VA 22181",https://photos.zillowstatic.com/fp/d6493536cf82b64821bff09ea79cfa56-p_e.jpg,830000,,-77.29686,38.90643,RECENTLY_SOLD,51766918,1407.0,-1,3.0,3.0,USA,USD,sqft,True,
667,27,1623049200000,SINGLE_FAMILY,1.06,"9346 Campbell Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/eeb599f10264e3a02022e8d11a646aa0-p_e.jpg,1600000,,-77.271454,38.93587,RECENTLY_SOLD,51744475,5275.0,-1,5.0,6.0,USA,USD,sqft,True,
668,28,1623049200000,SINGLE_FAMILY,0.31659779614325,"925 Glyndon St SE, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.89522171020508,-77.24881744384766&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=6__9UBhaIa3NrVmWV6hUjVYZ_qk=",680000,,-77.24882,38.89522,RECENTLY_SOLD,51776521,3650.0,-1,5.0,3.5,USA,USD,acres,,
669,29,1623049200000,SINGLE_FAMILY,10690.0,"9612 Podium Dr, Vienna, VA 22182","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.91713333129883,-77.27857971191406&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=TE4_U4t_XRDlTjwJyGluTuBypb0=",750000,,-77.27858,38.917133,RECENTLY_SOLD,51745764,1372.0,-1,4.0,2.5,USA,USD,sqft,,
670,30,1623049200000,SINGLE_FAMILY,0.29,"368 Park St NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/614bf225bde170ffb0957d84df184613-p_e.jpg,920000,,-77.26861,38.907627,RECENTLY_SOLD,51770036,2388.0,-1,4.0,3.0,USA,USD,acres,True,
671,31,1622790000000,SINGLE_FAMILY,0.49,"1503 Gingerwood Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/fa8bce7de253957f5c0293fc5ede1c70-p_e.jpg,932000,,-77.28077,38.946285,RECENTLY_SOLD,51725093,2512.0,-1,4.0,3.0,USA,USD,sqft,True,
672,32,1622790000000,SINGLE_FAMILY,0.46,"10207 Yellow Pine Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/44ebedb2cae702ef9cdfde09de47f393-p_e.jpg,1400000,,-77.302536,38.967514,RECENTLY_SOLD,51723356,2898.0,-1,4.0,5.0,USA,USD,sqft,True,
673,33,1622790000000,SINGLE_FAMILY,0.39,"600 John Marshall Dr NE, Vienna, VA 22180",https://photos.zillowstatic.com/fp/7ab4c333f86fd5e2769fa127f214fe87-p_e.jpg,925000,,-77.26623,38.915775,RECENTLY_SOLD,51769941,2629.0,-1,4.0,3.0,USA,USD,sqft,True,
674,34,1622790000000,SINGLE_FAMILY,0.38,"2600 Lemontree Ln, Vienna, VA 22181",https://photos.zillowstatic.com/fp/f296287337a8d48f545257e7ad67f7d1-p_e.jpg,1050000,,-77.27731,38.890274,RECENTLY_SOLD,51771212,2418.0,-1,4.0,4.0,USA,USD,acres,True,
675,35,1622790000000,SINGLE_FAMILY,0.38,"9618 Verdict Dr, Vienna, VA 22181",https://photos.zillowstatic.com/fp/6271a99c2185761dbe6072526a7bbb83-p_e.jpg,949000,,-77.278076,38.91339,RECENTLY_SOLD,51769076,2920.0,-1,5.0,3.0,USA,USD,acres,True,
676,36,1622703600000,SINGLE_FAMILY,0.54198806244261,"2116 Haney Ln, Vienna, VA 22182","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.90528106689453,-77.22687530517578&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=4aEe_cYeF-75LuKV6iR1vGRGFOA=",1135848,,-77.226875,38.90528,RECENTLY_SOLD,51774417,864.0,-1,3.0,1.0,USA,USD,acres,,
677,37,1622703600000,SINGLE_FAMILY,0.37862718089991,"909 Myers Cir SW, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.88483810424805,-77.26803588867188&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=xMheh8wXBeRd41t4y3xF-51dEmg=",790000,,-77.268036,38.88484,RECENTLY_SOLD,305373992,1418.0,-1,5.0,3.0,USA,USD,acres,,
678,38,1622703600000,SINGLE_FAMILY,0.26,"8813 Skokie Ln, Vienna, VA 22182",https://photos.zillowstatic.com/fp/2b243b0282706d414745374b2187713f-p_e.jpg,1115000,,-77.25126,38.923916,RECENTLY_SOLD,51746253,3089.0,-1,4.0,4.0,USA,USD,sqft,True,
679,39,1622703600000,SINGLE_FAMILY,0.36,"208 West St, Vienna, VA 22180",https://photos.zillowstatic.com/fp/66651b9eed13931871cbbc168933c6e0-p_e.jpg,1251100,,,,RECENTLY_SOLD,2067182743,2384.0,-1,5.0,3.0,USA,USD,acres,True,
680,0,1622703600000,SINGLE_FAMILY,0.35998622589532,"208 W St NW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/7e3667198b1e4eb0934957398ff5b51b-p_e.jpg,1251100,,-77.270035,38.902267,RECENTLY_SOLD,51773076,2384.0,-1,5.0,3.0,USA,USD,acres,True,
681,1,1622703600000,SINGLE_FAMILY,0.89,"9913 Rosewood Hill Cir, Vienna, VA 22182",https://photos.zillowstatic.com/fp/129e4e895fa558a988be9729eef927d0-p_e.jpg,1290000,,-77.28797,38.953224,RECENTLY_SOLD,51725388,4456.0,-1,5.0,5.0,USA,USD,acres,True,
682,2,1622703600000,SINGLE_FAMILY,0.93,"10223 Cedar Pond Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/81a9b565366038fac6a54e39deda9157-p_e.jpg,1181000,,-77.303505,38.926544,RECENTLY_SOLD,51744263,5154.0,-1,5.0,4.0,USA,USD,sqft,True,
683,3,1622703600000,SINGLE_FAMILY,0.6,"1502 Gingerwood Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/4cf4db2b62790f08526702812d6a22f8-p_e.jpg,847500,,-77.28158,38.946507,RECENTLY_SOLD,51725096,2670.0,-1,5.0,3.0,USA,USD,acres,True,
684,4,1622703600000,SINGLE_FAMILY,1.0,"2106 Haney Ln, Vienna, VA 22027",https://photos.zillowstatic.com/fp/0b2600c1f31684d6454f2adbba6128dd-p_e.jpg,1827156,,-77.22634,38.90593,RECENTLY_SOLD,51774416,3458.0,-1,6.0,3.0,USA,USD,acres,True,
685,5,1622617200000,SINGLE_FAMILY,0.35,"1100 Hillcrest Dr SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/b31d09741714639958791b91f50bef73-p_e.jpg,1515000,,-77.25537,38.886436,RECENTLY_SOLD,51803556,5676.0,-1,6.0,6.0,USA,USD,acres,True,
686,6,1622617200000,SINGLE_FAMILY,0.48,"1523 Beulah Rd, Vienna, VA 22182",https://photos.zillowstatic.com/fp/7e9f80e40c060d950a07404528b6fcbe-p_e.jpg,900000,,-77.28241,38.945618,RECENTLY_SOLD,51725105,1912.0,-1,4.0,4.0,USA,USD,acres,True,
687,7,1622617200000,SINGLE_FAMILY,6098.4,"2231 Williams Ave, Vienna, VA 22182",https://photos.zillowstatic.com/fp/c432bf46e717700aad41232655507f93-p_e.jpg,744900,,-77.232994,38.9002,RECENTLY_SOLD,51776787,2196.0,-1,5.0,5.0,USA,USD,sqft,True,
689,9,1622530800000,SINGLE_FAMILY,0.83397612488522,"1351 Tate Modern Ln, Great Falls, VA 22102","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.95511245727539,-77.26065063476562&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=n_hq8w5GIgtP_DbaYfqF4pPevaY=",1939664,,-77.26065,38.955112,RECENTLY_SOLD,306650171,5248.0,-1,5.0,5.5,USA,USD,acres,,
690,10,1622530800000,SINGLE_FAMILY,0.62917814508724,"1636 Crim Dell Ln, Vienna, VA 22182","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.929317474365234,-77.2562026977539&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=l4otDQaoL409C5aaKr_5vfuyrj8=",1715955,,-77.2562,38.929317,RECENTLY_SOLD,306650213,4850.0,-1,5.0,6.5,USA,USD,acres,,
691,11,1622530800000,SINGLE_FAMILY,0.42,"9505 Percussion Way, Vienna, VA 22182",https://photos.zillowstatic.com/fp/6631471c9f997b6b29a7775959178df2-p_e.jpg,985000,,-77.27336,38.91943,RECENTLY_SOLD,51745648,3105.0,-1,4.0,4.0,USA,USD,acres,True,
692,12,1622530800000,SINGLE_FAMILY,0.38,"909 Myers Cir SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/de7fd7332f6c5fe642c8396d483c21bf-p_e.jpg,790000,,-77.268036,38.88484,RECENTLY_SOLD,51804123,1418.0,-1,4.0,3.0,USA,USD,acres,True,
693,13,1622530800000,SINGLE_FAMILY,0.40918273645546,"2693 Oakton Glen Dr, Vienna, VA 22181",https://photos.zillowstatic.com/fp/f8b1fa1ea764f3c97b4da563ece35fd8-p_e.jpg,1078000,,-77.28983,38.88538,RECENTLY_SOLD,51802306,2829.0,-1,4.0,3.0,USA,USD,acres,True,
694,14,1622530800000,SINGLE_FAMILY,1.54,"10305 Vale Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/c7d6634535c6f9873d9f10ad52c1c9aa-p_e.jpg,1150000,,-77.30181,38.9024,RECENTLY_SOLD,51768183,5000.0,-1,4.0,5.0,USA,USD,sqft,True,
695,15,1622530800000,SINGLE_FAMILY,0.42,"8329 Carnegie Dr, Vienna, VA 22180",https://photos.zillowstatic.com/fp/5846101bed6f6324c67c8d99e81776d2-p_e.jpg,759000,,-77.23267,38.88272,RECENTLY_SOLD,51808297,2228.0,-1,5.0,3.0,USA,USD,sqft,True,
696,16,1622444400000,SINGLE_FAMILY,6969.6,"9556 Pine Bough Pl, Vienna, VA 22181",https://photos.zillowstatic.com/fp/4122829142a12edbca9a5b588b5e7b97-p_e.jpg,850050,,-77.27526,38.889206,RECENTLY_SOLD,51771603,2028.0,-1,3.0,4.0,USA,USD,sqft,True,
697,17,1622185200000,SINGLE_FAMILY,0.26,"2722 Bowling Green Dr, Vienna, VA 22180",https://photos.zillowstatic.com/fp/eeb5d117dc5c53b287d3175e955c4fbb-p_e.jpg,720000,,-77.241714,38.88107,RECENTLY_SOLD,51808550,1548.0,-1,3.0,3.0,USA,USD,acres,True,
698,18,1622185200000,SINGLE_FAMILY,10497.0,"8315 Cottage St, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.88541030883789,-77.23287200927734&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=7wGZhfofcnEFM0H7QienvfaV-0M=",575000,,-77.23287,38.88541,RECENTLY_SOLD,51808126,1828.0,-1,4.0,3.0,USA,USD,sqft,,
699,19,1622185200000,SINGLE_FAMILY,,"8235 Westchester Dr, Vienna, VA 22182",https://photos.zillowstatic.com/fp/a7245b4edbfbb4c76d2d0ac7ce4c6992-p_e.jpg,845000,,-77.2312,38.89458,RECENTLY_SOLD,51776735,2581.0,-1,3.0,3.0,USA,USD,,True,
700,20,1622185200000,SINGLE_FAMILY,0.5,"10039 Oakton Dr, Oakton, VA 22124",https://photos.zillowstatic.com/fp/1aba1eee804cd1b011fc8a14f3266e41-p_e.jpg,1025000,,-77.29317,38.880672,RECENTLY_SOLD,51799144,3654.0,-1,5.0,4.0,USA,USD,sqft,True,
701,21,1622185200000,SINGLE_FAMILY,0.54,"606 Hillcrest Dr SW, Vienna, VA 22180",https://photos.zillowstatic.com/fp/defba2d87e3a240489088e5502c414f3-p_e.jpg,1400000,,-77.264435,38.892914,RECENTLY_SOLD,51772291,3360.0,-1,5.0,5.0,USA,USD,acres,True,
702,22,1622185200000,SINGLE_FAMILY,0.48,"8119 Bright Meadows Ln, Dunn Loring, VA 22027",https://photos.zillowstatic.com/fp/3ffcc4d860372d89b941c114e3ea8269-p_e.jpg,812500,,-77.22851,38.891346,RECENTLY_SOLD,51778198,1836.0,-1,3.0,2.0,USA,USD,acres,True,
703,23,1622185200000,SINGLE_FAMILY,0.34,"1904 Trumpet Ct, Vienna, VA 22182",https://photos.zillowstatic.com/fp/dc25dda859e071253b9bd7a686614777-p_e.jpg,1060500,,-77.2777,38.921013,RECENTLY_SOLD,51745492,3464.0,-1,5.0,4.0,USA,USD,acres,True,
704,24,1622185200000,SINGLE_FAMILY,0.25,"2714 Glencroft Rd, Vienna, VA 22181",https://photos.zillowstatic.com/fp/0aeff4c24282291469eb6ff664873399-p_e.jpg,1105000,,-77.2905,38.887524,RECENTLY_SOLD,51802289,3020.0,-1,4.0,4.0,USA,USD,acres,True,
705,25,1622185200000,SINGLE_FAMILY,0.35,"9812 Meadow Knoll Ct, Vienna, VA 22181",https://photos.zillowstatic.com/fp/1dcd932d46c7f426493185f64ded9d93-p_e.jpg,1119000,,-77.28451,38.914307,RECENTLY_SOLD,51769176,3792.0,-1,6.0,4.0,USA,USD,sqft,True,
706,26,1622185200000,SINGLE_FAMILY,0.37,"2849 Maple Ln, Fairfax, VA 22031",https://photos.zillowstatic.com/fp/4f04982d728624b8cc33c51ce2310174-p_e.jpg,890000,,-77.247345,38.874466,RECENTLY_SOLD,51810413,2150.0,-1,4.0,3.0,USA,USD,acres,True,
707,27,1622185200000,SINGLE_FAMILY,0.4014233241506,"8545 Electric Ave, Vienna, VA 22182","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.90070343017578,-77.2422103881836&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=rWl69UKnOC_Nrujy492LF2Dw-94=",675000,,-77.24221,38.900703,RECENTLY_SOLD,51777460,1122.0,-1,2.0,2.0,USA,USD,acres,,
708,28,1622185200000,SINGLE_FAMILY,0.55,"301 Blair Ct NW, Vienna, VA 22180","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=38.90680694580078,-77.27684783935547&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=RqzwFB4Q9ni07PUKC4HfsQifKRs=",1250000,,-77.27685,38.906807,RECENTLY_SOLD,51769380,4162.0,-1,4.0,3.0,USA,USD,acres,,
